PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2014 Man;2014 Vrouw;2015 Man;2015 Vrouw;2016 Man;2016 Vrouw;2017 Man;2017 Vrouw;2018 Man;2018 Vrouw 
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;propedeuse bachelor;18;4;16;5;14;12;23;10;18;12
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;bachelor;21;14;21;11;23;10;20;6;15;8
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;propedeuse bachelor;25;5;21;10;9;8;16;11;14;9
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;bachelor;62;30;69;34;72;31;68;30;57;30
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;propedeuse bachelor;59;18;53;16;46;24;36;27;26;22
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;bachelor;21;8;19;6;11;7;14;9;13;7
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;propedeuse bachelor;28;6;25;8;22;9;24;12;22;13
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;bachelor;41;21;39;23;42;23;40;17;34;20
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;propedeuse bachelor;36;11;27;12;19;12;30;20;14;11
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;bachelor;19;13;10;15;16;10;13;6;11;5
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;propedeuse bachelor;18;14;12;6;16;4;10;5;18;11
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;bachelor;20;13;29;12;27;7;20;11;13;7
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;propedeuse bachelor;10;0;4;3;6;5;7;4;5;6
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;deeltijd onderwijs;bachelor;5;34;7;28;4;21;4;27;4;25
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;deeltijd onderwijs;propedeuse bachelor;0;2;0;2;2;5;5;7;3;12
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;voltijd onderwijs;bachelor;6;43;3;46;4;26;2;19;2;32
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;voltijd onderwijs;propedeuse bachelor;3;12;1;7;1;11;0;10;1;6
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35210;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs;deeltijd onderwijs;bachelor;111;5;101;11;108;7;105;5;77;2
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35210;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs;deeltijd onderwijs;propedeuse bachelor;38;0;35;2;24;0;29;0;35;2
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35210;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs;voltijd onderwijs;bachelor;61;13;49;10;39;8;31;3;13;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35210;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs;voltijd onderwijs;propedeuse bachelor;47;5;24;2;5;0;3;0;1;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;bachelor;72;73;83;83;89;82;69;61;56;49
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;propedeuse bachelor;81;77;81;60;59;56;65;58;64;62
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;bachelor;67;46;58;44;55;52;50;55;40;60
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;propedeuse bachelor;35;33;42;34;45;39;29;39;32;38
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;deeltijd onderwijs;bachelor;16;0;19;0;20;4;14;4;9;3
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;deeltijd onderwijs;propedeuse bachelor;18;3;16;7;14;2;18;5;18;6
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;voltijd onderwijs;bachelor;5;0;3;0;2;0;1;0;0;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;0;0;8;1
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;deeltijd onderwijs;bachelor;6;19;5;20;3;14;3;12;4;12
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;deeltijd onderwijs;propedeuse bachelor;2;10;3;11;4;6;2;13;4;10
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;voltijd onderwijs;bachelor;6;33;4;34;7;28;4;26;5;21
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35255;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans;voltijd onderwijs;propedeuse bachelor;8;22;12;27;8;10;5;11;5;15
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;bachelor;32;6;38;11;44;12;41;11;34;10
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;propedeuse bachelor;39;11;35;10;42;13;45;20;38;21
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;bachelor;26;4;30;4;33;4;29;4;33;3
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;propedeuse bachelor;24;2;20;6;19;7;22;3;16;8
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;bachelor;15;29;19;22;18;22;23;28;22;28
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;propedeuse bachelor;10;9;10;16;19;25;13;18;16;13
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;bachelor;38;24;43;26;46;25;35;28;30;38
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;propedeuse bachelor;34;33;31;34;35;41;37;37;25;38
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;bachelor;3;45;2;54;2;56;3;36;3;34
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;propedeuse bachelor;5;40;2;29;4;27;3;26;6;33
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;bachelor;4;47;4;48;4;50;0;38;1;35
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;propedeuse bachelor;1;24;3;24;1;24;1;20;1;12
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;bachelor;24;16;29;10;28;18;25;17;25;17
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;propedeuse bachelor;15;11;16;11;20;13;21;15;15;12
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;bachelor;41;30;35;25;27;23;30;20;33;16
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;propedeuse bachelor;22;26;31;19;35;20;20;16;20;31
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;deeltijd onderwijs;bachelor;18;37;15;36;14;25;16;24;19;26
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;deeltijd onderwijs;propedeuse bachelor;4;14;10;12;15;22;14;22;7;28
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;voltijd onderwijs;bachelor;12;70;13;78;12;68;10;54;13;39
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35421;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde;voltijd onderwijs;propedeuse bachelor;3;17;6;15;11;23;13;26;12;23
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35423;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II;deeltijd onderwijs;bachelor;63;21;66;29;58;29;56;28;36;19
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35423;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II;deeltijd onderwijs;propedeuse bachelor;28;20;17;16;26;14;22;13;17;13
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35423;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II;voltijd onderwijs;bachelor;1;0;0;0;0;0;0;0;0;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;bachelor;7;5;8;6;12;9;8;12;9;8
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;propedeuse bachelor;4;7;7;2;6;2;5;5;1;6
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;bachelor;9;9;10;5;11;8;12;7;17;6
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;propedeuse bachelor;13;5;14;7;20;11;17;10;8;10
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;30014;B Circus and Performance Art;voltijd onderwijs;bachelor;20;19;18;14;19;20;16;22;18;30
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;30014;B Circus and Performance Art;voltijd onderwijs;propedeuse bachelor;7;11;9;16;9;19;14;19;15;16
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;bachelor;151;91;165;93;145;90;136;82;134;89
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;propedeuse bachelor;112;59;55;44;60;47;80;51;85;43
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;bachelor;30;106;31;105;29;91;30;72;27;74
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;34798;B Dans;voltijd onderwijs;propedeuse bachelor;18;46;14;25;14;37;13;54;15;47
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;bachelor;18;54;20;54;18;57;20;49;19;55
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;taal en cultuur;opleidingen op het gebied van de kunst;39111;B Vormgeving;voltijd onderwijs;propedeuse bachelor;13;25;6;24;7;18;10;32;13;24
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30008;B Applied Science;voltijd onderwijs;bachelor;214;120;239;147;269;175;293;208;308;224
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30008;B Applied Science;voltijd onderwijs;propedeuse bachelor;226;116;233;143;199;147;177;122;150;84
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30018;B Automotive;voltijd onderwijs;bachelor;122;2;194;3;214;7;227;7;231;5
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30018;B Automotive;voltijd onderwijs;propedeuse bachelor;177;3;156;4;160;2;176;5;201;3
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;bachelor;158;6;183;7;172;11;232;16;286;20
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;propedeuse bachelor;125;6;141;10;170;13;148;14;127;19
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;bachelor;1027;127;1146;134;1291;154;1373;163;1508;185
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;propedeuse bachelor;967;106;1049;122;985;120;1131;150;1224;163
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30026;B Mechatronica;voltijd onderwijs;bachelor;228;4;265;6;325;13;366;18;399;24
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30026;B Mechatronica;voltijd onderwijs;propedeuse bachelor;286;9;299;15;321;20;366;27;357;30
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30039;B Mens en Techniek;voltijd onderwijs;bachelor;38;62;58;84;54;84;54;80;48;85
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);30039;B Mens en Techniek;voltijd onderwijs;propedeuse bachelor;50;51;36;32;29;34;26;47;36;38
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34267;B Elektrotechniek;deeltijd onderwijs;bachelor;31;0;28;0;18;0;15;0;19;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34267;B Elektrotechniek;deeltijd onderwijs;propedeuse bachelor;41;1;33;1;35;2;31;0;23;1
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;bachelor;201;20;182;16;199;16;177;22;178;19
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34267;B Elektrotechniek;voltijd onderwijs;propedeuse bachelor;166;11;144;12;126;17;132;10;118;14
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34268;B Technische Natuurkunde;voltijd onderwijs;bachelor;139;25;143;26;140;33;152;27;142;31
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34268;B Technische Natuurkunde;voltijd onderwijs;propedeuse bachelor;125;18;126;23;112;22;116;30;126;24
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;deeltijd onderwijs;bachelor;64;1;56;1;52;2;55;2;55;1
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;deeltijd onderwijs;propedeuse bachelor;112;5;101;5;93;4;64;4;56;2
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;duaal onderwijs;bachelor;2;0;2;0;2;0;0;0;0;0
Noord-Brabant;772;EINDHOVEN;reguliere inst.;bachelor;30GB;Fontys Hogescholen;techniek;n.v.t. (techniek);34280;B Werktuigbouwkunde;voltijd onderwijs;bachelor;390;8;425;18;422;26;425;34;397;28
